Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,94.2171764678,98.4479743344,101.5497182937,104.3667107238,109.6930591231,119.6919503352,126.7178003175,128.0637403596,129.2609621823,139.5654806079,161.7634612433,155.760894011,156.8664641329,173.9936288428,230.2575433103,268.8658732858,273.6587241455,289.0574819594,313.0244396629,360.3924945989,418.3974606625,420.2567490698,392.1631208636,342.9005987218,332.4731239068,337.7260398793,360.1620949753,397.4520544243,381.489393423,346.1099135284,353.9412464339,356.4035365205,337.1214628578,321.5493383307,308.75849105,350.6305388706,377.7255228112,382.9896498949,373.5837728735,374.2016423071,402.6027237333,385.3158879308,404.0745496417,446.3129833238,507.1212891634,574.4288987948,673.0171793017,767.5359347088,901.1911883426,870.9185175668,1078.3917554557,1196.7314994837,1264.9684623863,1335.2007155688,1411.699064313,1353.3915510012,
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,98.0461782052,102.4800821486,106.1719752833,107.7377439005,114.9788698166,125.0745217283,131.4057592823,129.952167579,131.6848646182,146.1422470928,194.1999020087,175.8669842351,190.6281925253,196.502856384,280.0554013745,312.7988549539,366.3161090839,372.9246635118,383.1104456819,459.1554424426,571.3543052848,583.6102570576,538.4024682756,442.5460433126,412.0212438795,397.3900257705,414.5720579357,471.195216644,443.6871899725,376.4090934235,391.7301327107,404.9431601529,400.5344094847,377.5057844947,377.365826809,435.8924105865,472.9183990222,473.7989737093,448.9214040483,460.9028079581,506.9302699767,484.8965657908,515.2012933019,573.2833421765,671.2001251455,773.8507477956,929.4631567257,1041.1747691213,1236.1152679398,1160.0022328138,1610.661436025,1822.6705703733,1963.5404609257,2096.0510065216,2227.5956010629,2082.3047494252,
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,56.4723542176,68.6202544388,78.7025971297,84.0924668457,83.5223152069,95.8626419675,138.2072072199,213.6089235653,245.922125921,293.4741494299,352.427873679,386.0080813184,382.6537655245,528.937639476,612.4956200434,613.0182695265,540.1598074227,542.3052365511,529.2873919416,475.4138595489,442.148122073,507.3551831444,569.2271705817,630.66855677,694.2457565763,740.9177479102,827.8103481459,912.0977029395,1026.270534407,1137.2656479437,1063.5679561759,463.8830020607,671.0056340841,780.0920789543,748.1847461139,900.1308039438,1065.6565461014,1150.3492940893,1263.4814455362,1590.1779059733,1860.6226256934,2167.8576503278,2262.7207861257,3125.2199335997,3647.6266218114,3700.5235380945,3631.6726936035,3499.5887347652,3346.4870394948,
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,94.8498646034,99.1034115887,101.9021414741,105.7653623986,109.9038518644,120.2293663436,128.0521242471,131.5067152317,132.3852795398,140.1315201809,144.7337359059,147.2857956316,138.7310909273,164.4557341101,203.3512905865,247.6190314398,217.3275234811,239.5467140246,274.3167625715,302.5629316198,323.244667016,317.8764226681,300.838468005,282.3334952203,285.4152961445,304.1008329375,331.4027507383,355.2863987993,347.5430578206,334.4250131675,337.173607303,331.708262046,301.6682662337,291.1780168795,269.673363009,301.5698308637,322.9419732929,331.6128641138,332.6457385686,325.9332077062,343.6641240599,329.4943715162,341.6435512484,375.1508939339,414.1295563279,461.0882623321,526.4644418768,613.0947471396,712.0256299529,709.9697763796,773.2643866429,837.6167864199,864.2519686745,900.5059270142,946.9628470769,939.6015380866,
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12672.6850645359,14034.3066246133,15997.937052544,18470.1782130714,20657.4369305144,20358.6672866154,20804.495553528,24229.5103479856,28678.8452915927,34634.0519997066,36980.1130792844,41232.9206416727,69418.0573354394,70438.0181921463,60417.4588003675,64277.0637484897,71307.493719742,74993.6406870089,78119.0598732396,,,
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,83.7946836722,87.031166145,91.6579105818,103.1358713914,117.8428255628,121.7047542807,91.7968816968,98.2624856594,101.8649560927,109.7601902947,114.6637038215,120.9523789772,125.4165516058,146.625104409,166.7167177004,161.1692577577,164.2894418615,189.9161192296,209.7928294936,228.4763819645,271.9248894808,275.9166525373,279.656851401,297.1604965892,282.3176652312,302.5106766687,316.8461136839,347.4250809966,361.4503579982,353.2554885357,375.1520193146,309.3279361274,323.524792198,307.4110432417,353.2924952207,381.5274622181,408.2417746859,424.0864737915,421.8215900675,451.0891442306,452.4135846697,460.8261999487,480.6214421667,557.8973658865,640.6005221609,729.0007270401,816.7337761989,1050.0248011235,1022.5775919526,1124.5194455079,1387.8800840128,1455.6667785133,1444.266597568,1456.2016281679,1576.8176688729,1581.5889132462,
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,685.6147123798,739.2764064427,797.006288354,852.1353017179,965.1354226767,1023.7737264094,1074.5065055496,1152.0049521499,1124.5166360825,1291.3499202864,1488.1845802465,1705.846287987,2082.8026815178,2426.9926118912,2519.7551902499,2976.7405721767,2922.8632792168,3430.9235252787,4404.9300358359,5436.0625004031,6379.5972126147,5992.8793357385,6167.5597987104,5921.8874816862,5698.4223510437,6018.489552464,8121.2851148974,9592.678222963,10727.9095422933,11188.3723617899,14047.0663846241,14103.0343401901,15732.0394052542,14673.5283402731,15920.7962939074,19179.9806728291,20852.3176878973,22540.2627173327,24261.2923527222,26283.4913807918,26236.3718975808,28212.5921965388,32537.957475029,41170.0672314373,47641.0137716016,50815.6416914227,54285.7507532768,61313.5824086366,61189.7324846509,51900.2671391301,48260.6653583236,52828.4200254714,48976.9297533848,51814.8592992947,54321.2877185124,51289.7304352308,
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,191.6808599589,196.9246613003,203.4363379117,208.1308233883,221.3192340787,248.3386544351,264.976835662,287.0792001133,318.9875642008,350.9096250863,384.9421659336,468.9641951781,570.378123029,876.3292119012,1453.8066153326,1581.8925793251,2017.0967010805,2315.1486523966,2167.858394018,2426.186619404,2440.3056236412,2499.4185321116,3008.6385989322,3585.4929614369,3572.0940367478,3810.1206315185,4249.4076128462,2619.8325171405,2320.2730603087,2201.440335656,2222.0946536954,,,1083.856647277,1207.3932978228,1598.4982176597,1963.9625919336,1824.864743581,1733.4758659233,1757.4531319901,1664.2612698256,1899.0204247278,1900.0477306105,2240.8071214457,2649.9135856966,3135.1874076426,3646.8444072572,4705.3882202843,5476.1584219097,5437.8187902042,6299.9187379067,7874.4847920138,7710.5133138845,6631.2982704149,5442.8747707604,,
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,231.0256806273,245.031922775,254.7014336545,250.787078237,288.1634461768,,,,312.8221760827,313.8174455575,330.8852350868,376.8898904137,388.1045066507,468.8419819057,1018.0740028106,1151.8181229898,1471.2080473578,1592.0179352044,1847.8775979114,2852.3694790118,3911.5424300526,2735.6005065567,2950.2915938217,2738.3059823766,3078.151311787,3099.8813263964,2956.9642326109,3474.3352572272,3752.2002213571,3850.3473002445,10291.8602001561,,,,,,,,,,,,,,1391.6095824082,1848.968201055,2350.1942360588,3125.5803023922,4512.9851443381,3725.6754409244,4487.3662893751,5828.7647485099,6614.5848211573,6816.6282989391,6336.4680661563,4629.0766335934,
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,1414.9822694062,1418.1258697153,1562.2307304584,1831.7056558197,2297.9206432038,2723.5209498907,3215.6941780433,3125.6494918501,2354.4800267131,2039.1962951726,2597.3872718913,3278.6487716788,4047.6190793506,5481.7302854395,7098.0283342699,6506.8667729308,7645.1820897943,10038.5425255251,11328.467651845,12743.8341865303,14942.8139956942,15260.8281030315,13823.6732152192,11767.0930733831,12057.1728383436,12462.0987946529,16539.9802767332,22636.4868988047,24651.5893337552,22617.4916621031,25592.1471482748,27021.7982584605,27345.7060922404,23772.291222982,24214.7097325913,26851.0172202635,27897.001724663,28016.7524045915,30901.0492942581,32187.4455118378,31737.4706097498,28516.0479575589,31864.5750811839,39019.6863190287,46921.1255998367,56445.5361371634,56097.1150887872,68344.5601580173,55229.6107604237,40362.0415881687,41620.0674537296,45970.8936808937,44258.8427932005,47493.2490377262,52036.7318144531,50173.3399156473,
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,1365.7496988923,1595.9826862043,1132.3819263669,1257.8114676333,1375.89232402,1429.3193905693,1513.8886743566,1428.4464108918,1412.470278897,1587.7695786232,1806.4226948787,1815.9362700281,2278.8400383872,2819.4511843952,3721.5246679482,3570.7631721187,3531.2617373658,3812.9719251436,3690.7436364605,4625.2866514801,5616.5468401544,5863.5827111965,6095.9346832798,6683.4351790037,6261.7857601883,5698.7150875915,6908.9193434808,8120.0147084432,9881.2427114023,9871.5743225712,11264.0183777458,11956.008599815,12838.4181964946,12530.99864404,13830.2869984256,18028.6355718678,19285.6819353413,19627.138221891,19400.1011996392,19136.7115728094,21052.1043218558,20306.1964622421,18431.1569640406,18946.999415629,19888.1719990387,20611.1793052385,21905.0176947466,25008.6037040998,29657.4420084852,27795.8767084275,30736.3638939294,33707.3249639477,32818.8583768828,36281.1998962546,37206.1829418069,35329.5110979167,
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,804.4926233462,887.3367446045,990.2601521634,1126.0193369983,1222.5445404629,1304.4538166197,1402.4423544103,1533.6928774855,1651.9393767976,1813.3881257571,2099.9143027343,2298.0045449309,2662.3263568455,3194.6792927232,3609.2012082341,4093.4466203666,4019.7958778303,4588.4143641903,5591.991447652,6967.2277978211,8429.0231814498,7597.6888256751,7531.5976528417,7806.7390364934,7714.1852317303,7964.3286660579,11277.691714396,14187.7742955615,15692.7262893133,16332.6095470409,20757.0887522917,21884.1044512109,23166.8041456677,18676.9526438714,19273.8442376076,20596.388648946,23020.0991388792,21779.6244366447,22252.3577138885,21936.8225977313,20051.2426046363,20400.8109026282,22196.5073567255,27387.2257970921,31174.5611761064,31959.2621538188,33410.7482014867,37698.7857302579,40640.1846549619,36976.8451179565,35851.5080738451,38332.3003680405,34814.1243593936,35367.6030486724,35179.6539515302,29847.0497853143,
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,429.1363193921,452.8341168268,463.3559414672,484.2984380407,517.6205418184,552.3633927303,615.0771910256,636.4100359281,594.3058231832,645.6806724877,751.5893075753,812.3226492455,974.0201683352,974.3267767603,1196.0218691113,1420.9850002365,1455.5722745995,1578.0007673385,1271.220018449,1152.5198189239,1256.1553599967,1377.7126111477,1496.975740146,1615.1652418289,1041.0827187243,908.7616388975,1179.2746319962,1398.3694494927,1624.6574519408,1854.7888422393,1921.426028301,1692.0815172952,1457.2136325305,1990.8719295231,1995.0639901218,2330.3569386777,2591.4921698165,2940.0639001479,3409.8749741572,3416.7746147082,3448.448873582,3487.9000247186,3706.7777061245,3581.1600158675,3853.6140396783,4238.3158426707,4487.4997068755,4816.5958704922,5119.344952993,4489.2727719206,4902.0347310473,5332.4743612388,5445.8947177414,5253.7910095316,5119.2184171202,5137.9155304388,
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,535.5963844337,543.3757162158,478.3952209899,389.9410943206,449.8496834406,386.4707062992,389.7686990229,435.1745349325,503.741478584,620.4776154508,686.6450446968,838.022023145,1002.4203104857,1212.3640271832,1481.2211659231,1714.2808119253,1853.2832569578,1900.4199826957,1915.7232243143,1855.8319906314,1794.3654979041,2219.7841965271,2265.4684172059,2033.694500621,1315.2098554101,1238.6443115375,1227.7143071411,1418.6078733358,1416.7108669064,1501.3070964105,1557.2223590943,1557.5951506547,1593.8410757605,1711.7632517742,1736.6864656346,1774.0884182077,1850.0093001752,1939.722199399,2021.4074096102,2205.7958740564,2360.5302442881,2722.6660781647,2970.8890562697,3655.8581243726,3800.6759293118,4054.2706677568,4266.0770215543,4423.1173548337,4656.2198069161,4830.9769152594,4940.0458380564,
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,478.9953401629,563.5867598388,633.6403151738,717.8669152309,835.6572524841,919.7766881848,1058.503560909,1228.9092104006,1450.6196523437,1669.0981999078,2003.6470473589,2234.2616658491,2917.6589757251,3931.3016274222,4281.3599284097,4581.5743894816,5111.2951492206,6230.3356881112,8675.0139967335,8953.5915202786,9307.8392945921,10212.378135897,9428.8746503706,10213.9582793056,10786.7861809452,11465.7257816258,16882.2739520677,20355.6052224352,24592.7720053564,24505.7672958689,25123.6317862131,28540.7714825993,31013.6471483654,35451.2975115738,38814.8943789814,42522.0665906054,37422.8641429074,34304.1489712264,30969.7380327708,35004.0612719044,37299.6441291293,32716.4186748897,31235.5881843914,33690.9377297154,36441.5044939422,35781.1700525965,34075.9789494111,34033.7012549361,37865.6180313874,39322.6047284114,42935.2527196828,46229.9723879442,46701.0080028836,38549.6780060974,36152.6900171468,32477.2151449234,
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.4632309038,1512.4850664964,1515.1040589588,1433.4615343114,1320.3216224969,1288.2390521321,1350.3338662339,1445.569414183,1468.701798334,1130.1135923356,1229.000958445,1490.9267511843,1658.0311460152,2068.1236571983,2874.2882912765,3771.2789573385,5291.5756501865,6771.4147968189,8513.5646450681,7165.2770496965,9070.6499719999,12102.6868573563,12857.8988059156,14310.0250195545,13154.8445922887,10508.3964031895,
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,97.6215305786,94.8352535525,100.6042549917,104.0127012988,108.5589327528,104.9921733447,118.5562820473,121.3807514998,128.8576693107,134.1937239803,142.4974185429,152.5536772745,174.3979460169,199.6951625078,228.761022994,241.6792741397,248.2529898988,309.3770910584,351.6692914446,398.0733141528,446.6042114838,405.5628688856,366.2676918411,327.7830145082,326.8525649746,312.0453636806,354.968357762,377.0430855225,381.5415933587,365.4061973578,365.6178212227,336.3641883523,327.9748243525,222.724054761,268.6455752529,330.4831218018,428.433876388,454.741776778,476.7185136844,425.5935921016,408.9818682721,407.5540065517,402.170315494,444.233631051,467.3787524933,530.0821578503,711.7211636716,857.9256886542,938.5717623452,942.7431464664,991.8505451432,1012.8797726673,1184.9232560436,1261.0928630773,1368.491132158,1376.7128289488,
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.9451630534,575.9551333752,513.035921513,449.0657901887,372.3078100168,364.2264973508,394.8601214605,376.4296132611,345.1381316485,258.0493399591,279.6202749923,308.4090313867,321.7265380451,380.5073624355,433.2351189352,476.5518916926,543.1107024031,721.7686908389,966.3936271854,871.2243893379,880.0377751191,1123.8831680627,1177.9747348785,1282.4371620247,1279.7697826599,1103.2153515202,
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,111.3424797268,109.4737898943,109.5127427319,117.8701324923,123.6856207586,134.3041758084,138.7595516167,143.8074656985,156.8261427423,141.8240686547,102.3045029264,135.3166668319,68.9589808978,93.9937625591,77.8201989834,,,,,,,,,,,,,,,,,,,253.1931945906,269.5670759823,321.7746398314,318.1495354153,303.6859046501,268.043043439,294.865211978,299.5622376358,319.6924597355,337.8042535258,361.0703476005,407.0849061622,472.4488558628,537.8485827121,629.2828776345,742.9429233362,735.4075239165,782.692789877,879.1512440923,946.4766787104,1024.60886982,1094.576687779,1158.6899035249,
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,279.3083281822,293.7068911694,358.4901831798,591.5615656335,1574.7338158253,998.4197101951,734.3625848463,682.0040383118,784.0251513045,728.437769182,470.7709805968,487.3381753202,486.8707876898,476.5614059656,456.3913921309,332.6997961949,313.9983968401,355.6914807068,446.3164693945,417.1253511159,392.3970541273,648.556547734,665.0033427457,641.9968713677,732.9766097289,741.1916122425,860.0811268041,862.3574228663,822.7153617387,850.8735676248,799.8566111924,734.9492460798,827.3020844632,1014.1353334623,1128.9515140584,1149.6880329926,1110.4604931071,1277.1494053075,1371.8871524757,1264.0977414892,1465.5045744403,1645.809740314,1641.1974191908,1556.5257871958,1509.5211865705,1291.8799712859,
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,241.5500045878,243.8383037078,246.07846692,253.958820546,268.6873261878,276.2376791357,299.2261046925,353.3406197849,314.6619539214,348.0915359951,363.1745465888,441.1046622125,517.6152434601,546.0129639106,710.9629958659,753.5131244977,681.790634423,1016.7022985237,1123.3618556734,1341.6954116711,1567.3057111109,1838.7555410067,1973.3263000673,2000.528455736,2267.42428597,2524.144944355,3004.3470045056,3402.5494436843,4038.1468586567,4530.6401945681,5112.0525251134,5117.9244303193,5547.2562504477,5967.9701692322,6552.1152717999,6987.9608903812,7345.8312314296,8140.3140509644,8221.8345371454,8678.277379352,9223.7562229951,9963.3890104082,10244.4999122437,9719.1515133439,10349.2253611616,11053.7447437466,12767.8951383034,13556.8949510295,14378.8842568127,13707.123311412,13226.952311419,13737.3227221712,13642.4955990473,14498.6348385917,15739.0467600682,16589.0889630003,
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,155.5969476618,91.4805929909,103.5694516392,141.7270488615,120.0012700965,105.1262371545,129.3008281929,156.0767884462,193.1149375965,236.9905308254,291.859011207,316.8310914669,339.2753500634,426.3040608304,588.7907132052,646.1749485351,874.6398130418,1105.5699155718,1468.0810607694,1857.8190370471,1778.4802402494,1968.8686216446,2075.9418186095,2268.1807804227,2474.4711962087,2542.0419795518,2906.1688430441,3627.6015435554,4813.2848722403,5860.4038200579,6642.45121753,7675.6931375612,8140.2187056753,8869.0207606918,10275.2775348048,12403.913223896,13254.6374001395,12196.7697802359,8133.7312452003,10432.210803657,11947.5772472444,11255.9478894452,12788.5801805177,14219.1935856009,15921.9391974413,18657.5212532106,20917.0302377023,23101.5102258935,20474.8868492383,18338.7063660256,22151.2088921324,24155.8298493082,24453.9719124644,25997.8810547699,27989.3539925863,27221.5240509661,
