Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2760.3957328728,3251.2627040685,3913.7265202057,5586.3682023358,15634.8477522831,15290.8058189969,18901.4751797457,19836.4866517224,21102.1907162685,27445.38412242,34995.8405750035,34916.9875555633,27400.9817969501,20912.0077901218,19644.508215855,16582.5307790343,12685.6439321617,12865.771671435,13562.7721712287,14010.8924958895,15447.5950850833,14189.4822320454,15614.9758275331,14542.3751398971,14892.4949750106,16242.7212900548,17698.7254126397,21388.7240855197,18693.3258250231,21717.8373661499,29926.3633512513,28577.3016008302,30523.4907717931,35221.5264325297,43346.8642555975,53207.3336473736,61593.6729672606,67612.4940409837,82990.0709631041,61463.9035819678,70870.2265835221,89115.9014908449,94407.406919562,96076.9963757655,96732.5290262219,74667.1970705737,
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.7586341179,1753.1927923044,1789.6446375989,1650.6929783755,1260.7490454513,1102.1037847325,1158.1325159134,1323.1043250493,1660.2727683158,1643.8804598149,1589.0140608297,1864.9913869855,1610.1343704598,1668.1627311968,1839.729450114,2124.8736133584,2774.9558064905,3552.9245198174,4676.3151832595,5828.7456623012,8214.1853781018,10136.4735592475,8220.1083289951,8297.4836207238,9200.2778247049,8558.3976056224,9585.2665926465,10011.7859226299,8972.9225184097,
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3428.7620175971,3485.1122022467,3485.0560001276,3095.6597791412,2929.4621185755,2663.3945990755,2665.7397218956,2643.8976964979,2737.5566623407,1834.8469373329,1330.7514639504,1771.58660191,2100.3623859404,2375.059043945,2975.1327783493,4102.3722935488,5323.4738765559,6920.1943978361,9101.2567060889,11635.2742379874,8562.813696954,10674.9972024184,14212.080885022,15154.4722788295,15543.6978380394,13902.1428503026,9057.1130603777,
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,40.5669361535,40.7197298487,40.9756021856,41.2508282805,41.1168715911,46.026254192,37.5181723659,46.6780011542,48.8197689346,51.8322539359,58.5690004117,57.6351136944,61.8664571978,70.8733164452,72.9761939174,131.1864478225,141.7318979966,160.6366968037,188.517565954,223.2701133294,244.0805050345,264.7886501397,256.4951846868,261.0023057958,270.0804707713,280.4243005818,303.3588912263,319.9804027715,339.8790017328,332.2268768882,351.2778271036,270.3286653836,302.2568044434,312.9228082155,125.6901274894,218.7703011895,226.6981976461,284.5872453185,282.2886646374,239.6336090159,216.2758943836,201.0640419342,196.4447015069,212.5120519456,236.6292142316,286.5674694368,336.9422810401,398.2084858803,491.9404166077,529.5965561776,553.5974576107,606.9028863997,667.4145823344,678.9981669441,697.6265012737,697.3482280829,
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,83.3498391135,87.0515505943,90.9527709616,100.1667318233,112.2666982972,117.9665946601,96.8102159868,104.1960623623,106.9370948781,114.7746608155,121.512078229,126.2875129922,124.1404681294,138.8795731437,164.2562374663,171.9048354368,164.110078402,185.4189862033,206.0235403964,225.3190984354,265.3521857288,274.6338410904,277.5066428044,287.0392060265,279.0089784266,296.4667075383,306.892652775,333.1228628177,349.9159934418,345.2813586063,363.6563370967,316.1844275615,328.6336394628,318.5618714196,354.0827813769,385.3539006781,413.2559802963,425.146280215,422.8353817054,444.7206107842,453.9946411431,457.6179243883,472.7812399591,542.707281591,618.8082141836,697.5542343069,785.0117450833,979.1317445488,981.3447021768,1063.1585414502,1285.5243992387,1370.9549397611,1370.2065238777,1391.2982158463,1501.0740895377,1528.5824397046,
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,776.9751041423,800.7959164247,921.3451547879,1178.597181151,1514.2583809408,2231.7913229126,6445.6895887218,6296.3017384046,8158.4726807617,8943.3171482748,9136.327950112,11997.8758858252,16598.7204431084,17456.939779579,13624.7763362894,10798.2779243713,9438.5370116762,7776.037579446,6204.2232136356,5852.6013746285,5791.3949119785,6030.268792892,7137.3920237311,7775.7015416448,7834.2362079702,7386.6682125028,7310.9503451911,7555.9653320832,8159.9806741278,8328.9709848724,7180.1504399057,7728.6763880296,8808.8753666647,8315.7393019921,8317.9085747894,9186.3103884354,10756.0162185009,13273.6534986384,14826.9166983811,15947.4057864239,19436.8571597589,15655.0833675338,18753.9812332079,23256.0956126438,24883.1897146534,24646.0208730264,24406.4678217219,20481.7453220484,
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,107.4519252541,113.6382197851,120.1850546633,118.99597944,118.941043913,120.5476555508,120.2273971401,126.4949805121,128.2451691166,137.1238599904,151.3149639566,159.9976536024,168.4370627459,202.4373134535,252.4193791707,297.8477424335,359.4678445772,433.7800282467,454.8208797733,455.4631717381,398.404111733,482.0785024656,451.9286475386,399.6661938289,459.1980646313,552.7058312369,688.8513885526,867.1985125891,635.5565998688,610.4595096149,481.4966694901,428.4327165836,256.5928500423,313.6932870484,437.6980634959,458.7780295952,290.4369042815,365.5484798213,342.2699903363,315.9880040542,352.5015707331,368.5180133836,402.2254330961,466.0338721684,550.7465691074,661.6262771384,868.3227750224,1081.1593205797,1248.3552690617,1183.206774887,1421.5329424295,1596.4452095571,1662.28764085,1726.0801560363,1875.8432874165,2089.4002120681,
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,249.5073902063,256.1562537316,255.4584448186,256.8927400941,264.7018204588,261.9221945262,262.3528318987,254.8952964928,260.1594801054,240.273098652,242.9806901391,243.3300763325,285.4471533026,318.2256463664,348.0388572689,456.2291087123,450.5025309873,449.7375677794,489.8772602165,594.8562121879,629.107990829,555.0360621489,528.1148208762,457.5860866181,433.1532703226,460.1101334529,631.1755008336,736.240052035,705.8583579779,674.3733981158,760.778760771,724.8458954717,751.480880027,689.6680371172,457.4790203885,560.0805181586,566.6833210376,509.9214334448,535.8884987169,534.855206176,474.5771245415,482.0680429139,513.3918328235,642.6259945453,732.3181055903,772.6524453737,808.2884238566,948.5067591839,1094.5764761858,1018.3895512169,998.1196955021,1081.1315180002,1019.2722302587,1051.3764212864,1067.131753327,910.7886879796,
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,427.874822125,448.953323596,471.8743535701,510.9805192816,485.2969252038,516.2895671263,566.5337910903,625.7156028733,708.2604981675,812.261674835,925.2813651868,1070.8170616846,1263.659355126,1684.3410852713,2339.59880815,2489.8151705546,2758.6645696264,2845.837403219,3193.3309371308,3899.5399351964,4927.0484929415,5595.2135967271,6075.6241566639,6629.8809070918,7223.2274186599,6995.1559588218,6793.6735991438,7531.1925497003,8902.4827899527,10380.1513239441,11864.5336894003,14505.0203890834,16144.008192197,18302.430396422,21578.4605325312,24936.8308288424,26263.0162675193,26386.457446122,21824.0355777162,21795.6969567352,23792.6070703118,21577.0782270996,22016.8327916368,23573.6280388506,27405.2713554901,29869.8539805446,33579.8594757016,39223.5818748702,39721.0481819946,38577.5582156126,46569.6795060716,53093.6701495192,54451.210333388,55617.6125035777,56007.288209027,52888.7446717529,
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,173.3940863861,187.3207632984,184.7052570963,,301.1592454389,235.2662069342,308.1732709811,453.6880951956,385.7237200815,414.1660664598,447.9472124671,515.5353766246,678.6308420726,731.5919809601,785.4200685956,764.4809862011,707.8475327273,962.2706518637,857.8254827429,755.7500184783,831.7633880588,1053.3027091947,1095.7229845814,970.0689336513,998.7252017509,1147.867918438,1210.4133735577,1330.7276693271,1445.6627306688,1529.7932279863,1495.0797606783,1206.6332420559,1201.5730436609,1055.2103564045,945.5289267085,785.6255584933,745.4571873255,819.3012296863,881.9647785153,950.0576950888,1048.7714859722,1208.3441955852,1161.2288099161,1276.3485131046,1648.8541272698,1866.7072455098,1890.0009028027,2024.2028612336,1982.2696897785,
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,147.595601585,148.3301415248,153.0293299616,153.5523537006,161.6012159616,154.0420104115,158.7115103122,145.3515437769,135.4551980575,165.2498573593,172.7861110029,163.9893077797,178.5917883523,216.5466666618,239.3502697582,245.6099145228,210.5954355201,239.6508282545,325.5601536348,367.6262553834,356.6238028707,353.3123464261,401.7440702469,301.8641739487,322.0830477425,247.2243568246,137.3402768048,190.472047324,278.3071056247,240.5682444604,165.2532317803,197.6688858284,173.0635021735,197.4406409429,236.3358887822,226.889663656,245.6898333287,221.2109347023,173.3609027639,169.5159969795,156.5918666417,255.7885643839,280.181171383,295.0797750752,293.854506622,320.995366803,359.5337138352,400.3809370649,453.7363655061,440.9244596841,453.0220407276,505.263716987,637.6522088195,802.5356254966,792.5835504093,693.4080456667,
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,274.470623369,282.4947871032,288.5029704398,290.352681167,293.7301461345,308.8160253307,315.0174277844,327.2078737858,364.3495605535,410.9268028924,454.275766873,549.2256449028,679.5482691923,708.3844302902,769.9104219232,780.7355598891,738.8558354174,719.8206922431,732.0948530443,754.165238668,772.286347383,756.370604958,783.4789984333,818.723391949,843.369775324,914.0946390403,998.0126188182,1104.3292257511,1270.2692904984,1462.6596324321,1699.9350301132,1827.8994280538,1956.0985893224,2093.4872713484,2158.1429654793,2259.8882693868,2363.2710311395,2435.4727481619,2549.886636494,2666.3396954881,2874.2572562645,3108.592529337,3358.4212518546,3569.3353934472,3431.2800679181,3547.0709831532,3821.3385898552,3921.7203951166,3998.7394993862,4102.0638517964,4219.3503295393,
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31493.2974031007,28224.2028597647,29354.5509006803,31268.4674125473,39375.2287992645,45597.515995166,47035.6543494594,49682.0936590572,56489.5013763457,62993.3672242481,,,,,,,,
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.2230393439,542.6158839557,551.8626686087,
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.618466519,2749.9664390834,3178.8314843329,2416.0690774312,2441.4303890442,870.1365251593,1634.8750606895,2149.9094041851,2832.4906523085,3331.228765606,3528.1310077579,4129.7587410283,5458.1217184217,6701.7739127801,5821.3053970568,5411.8774039191,6423.2917833458,5659.3802040369,6353.8263827933,6200.1732210247,5143.9499256186,
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,118.5940178489,122.2731686678,127.3371439118,133.5481423868,142.0442258239,150.6486852573,157.9551864675,156.8506364223,162.3910224894,179.322078548,210.1430455464,205.5304308622,226.2489547311,282.3175162364,361.4898958023,388.0578331775,415.776409459,439.6471163787,472.4078560045,560.1078621069,699.8461840487,689.4583619856,621.3124412812,567.0530725846,531.3588704771,481.8165149423,518.4461976106,597.8565918457,608.3252079749,618.6866926104,602.7029911521,609.7618152138,585.7700146587,548.6786240733,523.7431886428,576.9128492953,581.0183156427,585.0131232859,537.1735487895,527.0281052178,549.7784889926,498.2124915339,520.0822779829,647.2129512234,783.813633158,897.3297997105,1019.3764722522,1153.0464062036,1280.4566719357,1190.5609701086,1550.2236905317,1699.6439425599,1728.3289703597,1768.8954395041,1799.3413641817,1570.039788678,
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.6540468885,1271.0317282658,1563.9041953666,1696.1456672217,944.2828115784,1157.4869580441,1115.0935149603,730.580100916,
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,118.617079406,122.291239435,127.3572989853,133.5709236229,142.0694952125,150.6702110442,157.9762690158,156.8711036543,162.4054389959,179.3307060968,210.1477431112,205.5488968447,226.2919649747,282.3625249087,361.5281781165,388.1002878698,415.8108910479,439.7211908985,472.5350532196,560.3329002403,700.0791700209,689.7061274293,621.5494666802,567.2921576445,531.6103050876,482.1161832512,518.8198792015,598.2954681309,608.8245347173,619.2130889182,603.3478449932,610.3973970064,586.5026867671,549.4693528091,524.537140309,577.7142980159,581.787823944,585.8593925109,538.0754247772,527.9289032958,550.6391846311,499.0680633132,521.0194427444,648.121274337,784.8638449553,898.4438454002,1020.569792141,1154.21236838,1281.4913783912,1191.43546145,1551.1743299123,1700.6651521419,1729.3925540752,1770.2161792922,1800.633037911,1571.3316202358,
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,457.4867018257,505.5649467433,585.9163734464,716.7243087676,1094.1427594204,1223.0590785635,1373.2002404263,1532.2280147836,1616.8915963319,1970.9908736649,2562.6463675551,2596.0507951834,2529.5155833526,2395.7995169789,2326.7938270687,2192.3338943965,2104.424943129,2356.3251211049,2546.0291998304,2597.9062168933,2950.7333531917,2953.4148680699,3092.5628450342,2978.6573023247,3094.8337996525,3457.5131100112,3621.8994043026,3761.9902943601,3719.1463965407,3927.1469214803,4295.4499691205,4242.790735453,4483.0071743161,5285.2532120061,6264.9236157631,7346.8175248477,8346.8989241764,9789.4923338205,11530.1939496017,9617.9791290485,10816.6468051856,12976.8007581009,13333.5361151617,13658.2429531889,13891.1508295864,11766.1325256044,
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.9195477004,562.8262369864,658.280139874,703.662556707,824.0121598296,858.58783098,911.057012003,1158.9308012002,1151.6919645504,1142.1823112953,1374.1319209888,1488.0480031256,1675.7475692931,1810.7215616492,,
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,323.6519388079,329.9909453704,337.8709235139,349.7281658347,374.1543986749,417.8734715897,501.558025075,565.7795327223,613.2291825927,636.3723098311,665.6916297661,726.345140747,774.5382663916,828.8492759446,1009.5753538718,1282.2245078602,1398.8510327423,1775.3626198924,2034.786409674,2162.1651474442,2191.1532429013,2447.0904932165,2514.1967015849,2419.2179431719,2350.7185584762,2350.8018165715,2363.5644993143,2552.2510132425,2962.6056843035,1355.8491801476,951.0723138269,1077.468106175,955.2095039332,995.1105187666,1381.5198898271,1556.5811816955,1897.1128212384,2014.0163225867,2014.4614886124,1861.5965243379,1855.77231028,1576.7240462996,2217.6978015542,2606.8277245584,3033.0188885727,3645.8949979686,5295.6236481658,5862.0509745583,6973.0982392593,7561.4507007808,8430.9059650623,8448.5042608346,9422.2709943523,9618.3505312758,9680.1159136737,8983.6338759731,
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395.5645824043,2680.0410261774,2908.8108322784,3089.4382764857,3755.7277365689,4799.1510511761,5177.7488642501,5138.1486791594,5533.5888448764,5636.5795322278,5402.9297536132,5708.0826593527,6524.861878156,8696.9132419141,10654.7937072937,11631.3545704906,13100.3652701628,16014.5986924985,18604.3192257127,16460.221106911,16554.8787976196,18138.7234166753,17207.2784936729,18108.5217487811,18501.4296155336,15962.5722388828,
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10690.6619764623,10801.4311015494,10447.9377477966,11165.2750214767,11441.9962270358,10227.7348765409,10479.2977776263,11814.1020929149,14880.4689893241,17260.9023870701,18169.1797892301,19726.1257457623,23841.3238874423,27501.8175169953,24633.7960813766,23438.8471646302,24983.6937254464,22477.6038085909,23144.1167154096,24001.880133688,20713.0747463331,
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,1983.106544031,2147.2293108041,2315.8465274022,2492.5453459549,2758.9434662403,3007.5979781714,3240.6110369329,3490.550336789,3683.3136938765,3972.0027487061,4669.4386720536,5060.3427391822,5942.1487705261,7198.2716565934,7975.8505156915,9974.6573208796,10715.0380863788,11287.1991292101,12442.5751201788,14667.4031201028,16856.7610864306,15366.6685913567,13545.2591192277,12430.4589306522,12914.3306819572,13474.1613455755,17727.4953335175,21485.2938691812,24188.7659448854,25300.3951164701,30162.3157718195,31374.1169876676,32338.5039496678,24080.8996705645,25747.2416875525,29914.331746409,32587.2641044641,29897.7926311935,30143.627458278,30577.0817743892,29283.0050461572,26969.2445747257,29571.7044643283,36961.4253671424,42442.2204473133,43085.353145957,46256.4716010495,53324.3793724756,55746.8423811175,46207.0592032962,52076.4305245885,59593.6847982389,57134.0770682404,60283.24522267,58899.9797944845,50272.9415019928,
Swaziland,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,100.4396663067,120.3451614356,125.5826512902,144.7346015543,169.8504973764,179.4417386454,191.5298453426,181.6864331165,188.9803301993,243.0661062468,251.5228537086,297.4864261188,310.6688442273,455.9999182286,526.9598233841,557.5321676787,511.0976922556,552.7007002565,600.165620734,704.031158474,898.295868611,919.8479613761,840.8265208441,843.3401962844,726.9107837412,511.7170982961,611.2499951733,761.1585313167,863.5759742112,835.8506543203,1292.0574184155,1303.0652064971,1415.0233815648,1465.3118422177,1503.1337459436,1763.4762927382,1627.9840859085,1705.1729440924,1532.9187226316,1476.7761918484,1433.1812404461,1255.4741289756,1131.2435328579,1704.1539133765,2211.0892568714,2339.3003740639,2636.32001593,2690.9283920603,2617.3600943286,2679.6705995317,2956.6967946812,4093.3842370407,3988.6671671561,3648.0749000692,3477.1492455896,3154.7529806827,
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,288.0581594194,270.2796606355,287.0447884286,308.1952643988,332.305003114,328.4849009608,337.6462465599,333.2338124641,314.3510648412,314.1798528167,343.8811821208,400.5826884559,546.5706109146,644.093956835,737.7706477819,802.0662073159,811.7913077727,1045.0973188147,1364.3192931346,2001.1494676221,2288.1556332267,2378.4373698162,2248.5872570158,2210.6295374203,2261.7147765921,2505.7498387245,3062.1657356426,3646.8141353756,4122.5419624634,4393.1640542319,5265.4965563208,5290.927228958,6051.9864607058,6517.8146285132,6580.3341840669,6748.9311088589,6583.2010181329,7280.9896211786,7715.9181470934,7747.6121587207,7578.8510529885,7663.1370802645,8333.5513521527,8523.0050246662,10173.5748760331,11086.8908871587,12014.3998729502,12154.8299372808,11122.8620677142,9706.9560596396,10804.6844747547,12189.0951601357,12845.17363161,15695.8983393592,15563.7942183676,15476.01944443,
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,186.7507243845,199.3096169717,226.7651231498,237.3445956227,256.3832014837,272.6835396612,240.5842393361,273.9897395549,294.0924760568,364.040207991,335.5463449008,392.4394696425,448.0579082844,458.4306267314,705.6591163665,902.5622378113,975.8289011765,951.5171285122,1109.0301783018,1147.6875129829,1458.4852055875,1672.7130886921,1695.4154652319,1765.8347004407,1697.1065534379,1537.7489230375,1206.2017438522,998.3686453612,901.6919597309,815.0905237387,988.5223251502,1012.8148495241,1005.1098091477,1010.0533641824,726.0599561367,795.1951440303,935.7604033876,957.3172087464,976.3661340347,993.8297409344,1181.7192018568,1263.8858592762,1269.7292082569,1261.4260900714,1419.5933792267,1591.5301924123,1779.8210492615,2079.9878638072,,,,,,,,,
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,104.4372028865,109.0915357422,114.5403020465,116.7325800586,120.7733724825,125.9245699198,128.2901556781,130.9070451385,129.6797730831,132.1190339916,128.7457325035,134.643224312,153.4019073777,165.577987839,163.1123614125,211.4531987423,207.5318556958,219.8380796968,256.877351781,227.1465128871,228.9052354085,190.1852974183,176.9204718475,172.3408544947,185.4868642742,202.8550381422,203.6224399104,215.0799969775,265.4354787743,248.5038079904,291.8091873535,305.1655082734,296.3458445088,223.1712788038,174.1945723441,206.5117899469,221.9471768844,206.1195660164,224.8400976006,190.8154105771,166.0080154854,197.3022751086,220.7953519205,292.5815827791,454.6552833847,660.181556792,712.0468098181,801.4016003545,929.2796449216,803.9143523454,895.8779958515,988.4431597942,972.6793451102,985.0953220007,1024.6683540219,775.6950905253,
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,90.3459892762,79.3521822906,71.7062779245,75.6770388325,85.7288667057,97.6594074026,103.9621754479,98.1546388448,96.5694380924,105.5329439322,114.4749974675,119.7293409283,132.3886035619,163.0448531714,180.3906222591,198.876192883,198.6196384013,226.0975149363,216.8151227239,247.488936717,282.317163901,297.5383009713,305.0160652368,314.3577150362,334.5748357507,360.1935962777,351.8838862965,341.6052477807,375.3748887693,400.3156537704,422.7975526127,453.7174926816,500.421883448,534.9654545934,635.3890323315,774.4969748412,878.8091791833,899.2000118239,814.4330677261,886.1088152072,966.4008031435,1019.7992120082,1118.4379437536,1253.2661820691,1441.4500999294,1652.9607538427,1973.1610476966,2476.4251291738,3107.8818509143,3343.5078261902,4024.7363239624,4882.5481890789,5406.3865391308,5912.9262033542,6308.661065587,6489.0258868575,
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244.4597779972,2371.4224886901,2342.3116356743,2183.055389935,2145.6628024435,1923.7274220357,2107.7211206734,2172.401672727,2245.1021928464,2154.6871067434,1864.9366857362,2034.1271590691,2076.1446100069,2330.3480828941,2865.2840890696,3695.3709891102,4619.0159751742,5583.6679793387,7161.1414296068,8832.5356882809,6962.0214480132,8135.5744868924,9796.5614214416,10063.4753768171,10475.4165691128,9877.8724499606,7521.1077102203,
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,76.6384537319,79.1200334965,81.9946131075,87.7920466009,99.9379560109,109.6200411911,121.8335392211,124.8791744669,124.3495114608,131.569752158,120.0539215371,131.0988163598,149.3510117865,176.4737532003,237.813947307,256.102674944,251.3231714088,308.6816319227,319.9201336072,337.4302015719,417.6687674929,342.220082294,281.8560282349,253.0240829883,228.6840232519,234.3562735192,315.4238520624,359.7160646939,385.207888693,367.2193795156,430.0112300278,412.2352457755,424.9015675758,302.2241022157,235.0388475454,305.6245277113,333.591616719,332.6223323798,343.2228479459,331.9725731461,265.5016597187,266.1345687339,286.7580815726,316.7920686669,356.8308035157,379.1809289005,384.2885556203,428.401561824,522.6250070104,508.5405257239,496.4824942028,572.0257032225,573.2074765122,589.0140537313,629.9976439467,547.9746833639,
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,100.7677112366,107.4977151442,113.7824944114,118.1432372063,125.9379110199,137.9180311191,161.005678573,166.9245655355,174.7871298723,186.8806591795,192.1256595787,194.2582534904,209.3562328336,269.8519129254,332.1171050461,351.548043239,391.4829096382,445.3194618715,528.5061204401,589.7497959713,682.7749836474,720.8994131466,742.7043325355,797.9338368429,817.8708360419,747.4945037714,813.1041157114,936.1969427509,1122.5788623219,1294.5194455267,1508.2879094326,1716.610348218,1929.533107572,2213.1693791403,2497.8982854463,2856.2463916131,3056.7526455245,2480.4760908313,1855.9003833517,2043.9058322435,2016.0410146674,1896.9710034483,2093.9792064194,2349.3845256654,2643.4789348754,2874.3862741776,3351.117632864,3962.7504988544,4384.7826751575,4231.1403677813,5111.9092022292,5539.494368104,5915.2211466869,6225.0522831539,5969.9401158379,5816.4406899848,
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.3664537407,468.0240177313,345.6771837102,293.1731153901,236.0452888656,212.9067852908,178.0711659271,155.2766172529,219.5706981329,178.297489732,139.109141559,171.8128850307,190.6049112365,237.8931931401,311.4241128076,339.7680767704,407.2526116501,523.9476512209,711.5036298706,671.5440088405,744.1898921654,841.2198703744,962.4391248535,1048.6669059969,1113.3663544672,925.9118876708,
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.1442511913,865.4516396953,842.1619860398,869.5582446339,850.4245149614,824.4621526374,796.415844463,625.3476020471,592.6987852737,557.5104489679,565.0576696878,592.8360327931,550.7870248861,645.2771014697,776.5722303828,969.970033453,1286.0142612496,1455.9360495076,1706.9567263925,2140.4554721672,2606.74197588,3918.9349267872,4059.9615110208,4479.0123541846,5724.5371023111,6797.7211660283,7480.3216777369,8193.7202969045,6947.840022604,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,362.4524046841,373.7408753863,418.6173174072,407.0614085061,440.6445175768,462.5963901355,493.7263801373,491.053307157,514.6409108429,561.3781882925,594.4106285868,645.0828349147,706.3556710058,909.2774606048,1163.3522815321,1188.2920980335,1292.9937831187,1393.3256918669,1538.7290136876,1794.8912191021,2092.7090004504,2366.3294342058,2154.3618960578,1854.5483495141,1778.0528322028,1792.7600259004,1782.0208988017,1836.0040128357,2062.8044106463,2219.4629829032,2546.6505882696,3118.0153341498,2879.2467608048,3274.9113678304,3697.4739917826,3875.1370221466,4119.2349523713,4440.8568627586,4389.7261193993,3871.5822804308,4220.0314713289,4029.9348477462,3529.9498110079,3583.0381090767,4101.4829825871,4932.2598448234,5726.3308981369,6702.2192370584,7732.2441577064,7153.1432898375,8828.7949181059,9941.6847588133,9903.0806019606,10031.2084398879,9867.9669686754,8291.6439486456,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.9578543127,1206.978727783,1348.3550670701,1534.1943517508,1544.047585243,1536.2977020951,1594.7090073211,1623.2386647846,1652.1949390059,1577.8675288348,1750.3203785195,1971.7404596814,2286.8623137516,2613.1283785586,3178.2983854051,3861.6035632568,3648.4151438292,4126.6686638561,4686.6735715725,4994.2517422142,4758.9291304033,4395.5507687659,,
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.3797399623,522.0315806008,496.1797511726,487.394976066,484.0884489848,501.4292264816,464.8351692482,551.7205984244,673.374537904,780.2611108514,875.8365692713,1015.7159279966,1127.1082145736,1117.7312513082,1131.2308507182,1134.4264278918,
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,367.9439224888,336.5123233995,378.0830589493,454.9854605101,483.9380926345,572.6459022558,666.0319022629,662.5338756349,649.0425376056,684.6731019573,639.2415709395,724.3550576755,865.1271036208,1126.5026126673,1120.0915811181,1193.4990497037,1387.1520759555,1436.4373728013,1449.6701041857,2025.2925755026,2112.307083473,2283.1905722438,2197.9065190077,1946.490992284,1998.701221736,1926.7325017765,1697.004072282,1836.2904043925,2089.2170426926,2357.1464744496,2565.3857989036,2837.0754715674,2932.9627581571,3307.2823932108,3106.9023755777,3557.737183665,4226.6927465329,4364.3092442221,4117.310982921,4114.0521151128,,
